filename,samples,basename,quality,noni,tag,cmt,mark,rpk_cnt,hN,hS,hV,hU,mlS,mlV,mlU,h_nz_cnt,h_nz_len,h_nz_frac%,ml_nz_cnt,ml_nz_len,ml_nz_frac%,flags,recordingId,userId,notes
1035_122,127999,1633360.669,0,,,,,787,785,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325569ec0180bd,61632bd41e32554ace017bc0,idealus
1035_123,127999,1633333.063,1,,,,,748,746,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255074d01808b,61632bd41e32554ace017bc0,50 proc. triukšmai
1035_124,127999,1633405.227,1,,,,,610,608,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32556807018081,61632bd41e32554ace017bc0,30 proc. triukšmai
1035_125,127999,1633382.636,1,,,,,730,728,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325521df018061,61632bd41e32554ace017bc0,"Nemažai EMG epizodų, yra BW šuolių"
1035_126,127999,1633353.766,0,,,,,710,708,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32556a250180a6,61632bd41e32554ace017bc0,idealus
1035_127,127999,1633401.459,0,,,,,522,520,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32553e0d018079,61632bd41e32554ace017bc0,idealus
1035_128,127999,1633347.491,0,,,,,752,750,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325548fc01809c,61632bd41e32554ace017bc0,idealus
1035_129,127999,1633398.947,0,,,,,538,536,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32551235018075,61632bd41e32554ace017bc0,"idealus, lėtas pulsas"
1035_13,127999,1633408.362,0,,,,,703,694,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550cd0018084,61632bd41e32554ace017bc0,"gera kokybė, daug U"
1035_130,127999,1633398.32,1,,,,,522,520,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255226d018072,61632bd41e32554ace017bc0,labai vaikšto izolinija
1035_131,127999,1633389.537,0,,,,,552,550,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550969018063,61632bd41e32554ace017bc0,vaikšto izolinija
1035_132,127999,1633336.824,0,,,,,640,638,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255c52b0180ab,61632bd41e32554ace017bc0,vaikšto izolinija
1035_133,127999,1633338.078,0,,,,,622,620,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325524590180ac,61632bd41e32554ace017bc0,idealus
1035_134,127999,1633339.335,0,,,,,606,604,0,2,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255319c018093,61632bd41e32554ace017bc0,vaikšto izolinija
1035_135,127999,1633341.843,0,,,,,667,666,0,1,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255365a018097,61632bd41e32554ace017bc0,idealus
1035_136,127999,1633356.9,2,,,,,1178,1178,0,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32552f370180b0,61632bd41e32554ace017bc0,"Labai daug U, gana prasta kokybė"
1035_14,127999,1633379.501,0,,,,,623,614,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550f1d018062,61632bd41e32554ace017bc0,"Švarus, tik vienas epizodas su BW šuoliu"
1035_15,127999,1633396.439,2,,,,,593,585,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255a994018070,61632bd41e32554ace017bc0,
1035_16,127999,1633395.812,0,,,,,614,606,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255291a018071,61632bd41e32554ace017bc0,Yra keletas epizodų su staigiu BW ir nedideliu EMG
1035_17,127999,1633386.401,1,,,,,590,582,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255f4da01805d,61632bd41e32554ace017bc0,Labai intensyvus BW
1035_18,127999,1633345.61,0,,,,,680,672,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255c3b601809a,61632bd41e32554ace017bc0,"Švarus, poroje vietų - nedidelis EMG"
1035_19,127999,1633367.572,0,,,,,642,634,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255adbb0180be,61632bd41e32554ace017bc0,"ideali kokybė, vėluojantys V"
1035_2,127999,1633381.382,0,,,,,660,648,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255f089018057,61632bd41e32554ace017bc0,ideali kokybė
1035_20,127999,1633378.874,0,,,,,679,671,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255bc81018054,61632bd41e32554ace017bc0,bigeminijos epizodas
1035_21,127999,1633326.785,0,,,,,632,624,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255d5bc01803b,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_22,127999,1633376.987,0,,,,,622,614,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32559416018051,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_23,127999,1633324.902,0,,,,,764,756,0,8,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325506f3018052,61632bd41e32554ace017bc0,"yra triukšmų, neatpažintos V"
1035_24,127999,1633372.592,0,,,,,656,649,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32551f2f01804d,61632bd41e32554ace017bc0,yra triukšmų
1035_25,127999,1633355.646,0,,,,,661,654,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325561ce0180a9,61632bd41e32554ace017bc0,"kokybė ideali, du kitokie V neatpažinti"
1035_26,127999,1633355.019,0,,,,,695,688,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325578f90180aa,61632bd41e32554ace017bc0,"kokybė gera, kitoks V neatpažintas"
1035_27,127999,1633354.392,0,,,,,683,676,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32559f550180a7,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_28,127999,1633374.478,0,,,,,654,647,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32551e3c01804b,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_29,127999,1633364.433,0,,,,,687,680,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32552a400180b3,61632bd41e32554ace017bc0,gera kokybė
1035_3,127999,1633350.628,0,,,,,715,703,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32552ba00180a0,61632bd41e32554ace017bc0,ideali kokybė
1035_30,127999,1633350.001,0,,,,,709,702,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325578aa0180a5,61632bd41e32554ace017bc0,ideali kokybė
1035_31,127999,1633392.675,0,,,,,566,559,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32559899018067,61632bd41e32554ace017bc0,banguota izolinija
1035_32,127999,1633325.53,0,,,,,717,710,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255a714018039,61632bd41e32554ace017bc0,gera kokybė
1035_33,127999,1633402.086,0,,,,,539,532,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325566f901807a,61632bd41e32554ace017bc0,banguota izolinija
1035_34,127999,1633407.108,0,,,,,835,828,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255962c018082,61632bd41e32554ace017bc0,yra triukšmų
1035_35,127999,1633340.589,0,,,,,599,592,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325569d0018095,61632bd41e32554ace017bc0,gera kokybė
1035_36,127999,1633359.414,0,,,,,826,820,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255281c0180ba,61632bd41e32554ace017bc0,"gera kokybė, daug U"
1035_37,127999,1633351.881,0,,,,,711,705,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255d8550180a2,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_38,127999,1633361.924,0,,,,,694,688,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32555b7b0180c2,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_39,127999,1633361.296,0,,,,,831,825,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255435a0180c0,61632bd41e32554ace017bc0,"Nedidelis BW, retsykiais pasirodo EMG"
1035_4,127999,1633368.826,0,,,,,624,612,0,12,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32557bf3018042,61632bd41e32554ace017bc0,ideali kokybė
1035_40,127999,1633390.168,0,,,,,584,578,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32556b34018064,61632bd41e32554ace017bc0,gera kokybė
1035_41,127999,1633368.199,0,,,,*,689,683,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32559dd30180bf,61632bd41e32554ace017bc0,"Didžiulių šuolių nėra (išskyrus vieną), bet BW dažnas, išlenda ir EMG"
1035_42,127999,1633330.551,0,,,,,685,679,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325579f001804c,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_43,127999,1633378.247,0,,,,,625,619,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32556bcb018055,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_44,127999,1633352.508,0,,,,,738,732,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255dd060180a3,61632bd41e32554ace017bc0,"Vietomis nedidelis BW, keleta epizodų su EMG"
1035_45,127999,1633353.135,0,,,,,697,691,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255bdcd0180ad,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_46,127999,1633387.656,0,,,,,555,549,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32556c0f01806a,61632bd41e32554ace017bc0,banguota izolinija
1035_47,127999,1633344.983,0,,,,,691,685,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255384901809d,61632bd41e32554ace017bc0,"Vienoki V atpažinti gerai, kitokie V atpažintai ant sekančio R po tikro V"
1035_48,127999,1633376.36,0,,,,,616,610,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550d3e018050,61632bd41e32554ace017bc0,V atpažintai ant sekančio R po tikro V
1035_49,127999,1633349.374,0,,,,,698,692,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32554c8001809f,61632bd41e32554ace017bc0,ideali kokybė
1035_5,127999,1633366.945,0,,,,,684,674,0,10,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325566690180b6,61632bd41e32554ace017bc0,gera kokybė
1035_50,127999,1633328.044,0,,,,*,700,694,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255838901803e,61632bd41e32554ace017bc0,"Kokybė artima 10, vietomis nedidelis BW, keleta epizodų su EMG"
1035_51,127999,1633409.617,0,,,,,696,690,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325568a4018087,61632bd41e32554ace017bc0,geras
1035_52,127999,1633375.105,0,,,,,720,714,0,6,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32555ed301804a,61632bd41e32554ace017bc0,"geras, daug U"
1035_53,127999,1633373.847,0,,,,,681,676,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32554033018047,61632bd41e32554ace017bc0,geras
1035_54,127999,1633365.06,0,,,,,651,646,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32553de20180c3,61632bd41e32554ace017bc0,ideali kokybė
1035_55,127999,1633365.691,0,,,,,684,679,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32550fa00180b5,61632bd41e32554ace017bc0,geras
1035_56,127999,1633366.318,0,,,,,667,662,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32556aa20180b2,61632bd41e32554ace017bc0,geras
1035_57,127999,1633407.735,0,,,,,844,839,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32556be1018083,61632bd41e32554ace017bc0,geras
1035_58,127999,1633324.275,0,,,,,726,721,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255881c01804f,61632bd41e32554ace017bc0,geras
1035_59,127999,1633363.805,0,,,,,683,678,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325575220180af,61632bd41e32554ace017bc0,ideali kokybė
1035_6,127999,1633408.989,0,,,,,687,677,0,10,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255596e018085,61632bd41e32554ace017bc0,
1035_60,127999,1633331.805,1,,,,,723,718,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32554b9e018089,61632bd41e32554ace017bc0,"Nemažai ilgų epizodų su staigiais BW, EMG, EMA"
1035_61,127999,1633370.711,0,,,,,650,645,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550411018043,61632bd41e32554ace017bc0,geras
1035_62,127999,1633329.924,0,,,,,711,706,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325500c5018041,61632bd41e32554ace017bc0,ideali kokybė
1035_63,127999,1633406.48,2,,,,,800,795,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325573bc018080,61632bd41e32554ace017bc0,Yra gana didelės amplitudės raumenų triukšmų
1035_64,127999,1633343.097,0,,,,,743,738,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32551534018091,61632bd41e32554ace017bc0,geras
1035_65,127999,1633363.178,0,,,,,684,679,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325515890180bc,61632bd41e32554ace017bc0,ideali kokybė
1035_66,127999,1633334.316,0,,,,,672,667,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32556fe40180a8,61632bd41e32554ace017bc0,ideali kokybė
1035_67,127999,1633346.864,0,,,,,737,732,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255281d01809b,61632bd41e32554ace017bc0,"Nedidelis BW su keliais BW šuoliais,  karts nuo karto išlenda EMG"
1035_68,127999,1633348.119,0,,,,,718,713,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255531e01809e,61632bd41e32554ace017bc0,yra epizodas be kontakto
1035_69,127999,1633341.216,0,,,,,588,583,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32553213018096,61632bd41e32554ace017bc0,ideali kokybė
1035_7,127999,1633382.009,0,,,,,658,648,0,10,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255119f018058,61632bd41e32554ace017bc0,"ideali kokybė, yra V"
1035_70,127999,1633385.148,0,,,,,582,577,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255d5fa018059,61632bd41e32554ace017bc0,banguota izolinija
1035_71,127999,1633393.929,0,,,,,573,568,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255081d01806c,61632bd41e32554ace017bc0,banguota izolinija
1035_72,127999,1633394.557,0,,,,,561,556,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32555666018074,61632bd41e32554ace017bc0,banguota izolinija
1035_73,127999,1633358.787,0,,,,,896,891,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255e2560180b9,61632bd41e32554ace017bc0,banguota izolinija su „pasikasymais“
1035_74,127999,1633360.042,0,,,,,728,723,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32554f140180bb,61632bd41e32554ace017bc0,geras
1035_75,127999,1633375.732,0,,,,,603,598,0,5,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325583a201804e,61632bd41e32554ace017bc0,ideali kokybė
1035_76,127999,1633395.185,1,,,,,608,604,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255764201806d,61632bd41e32554ace017bc0,
1035_77,127999,1633384.521,0,,,,,580,576,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32554a4b01805b,61632bd41e32554ace017bc0,"banguota izolinija, daug U"
1035_78,127999,1633397.066,0,,,,,531,527,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255f16601806e,61632bd41e32554ace017bc0,geras
1035_79,127999,1633399.578,0,,,,,551,547,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32553a69018076,61632bd41e32554ace017bc0,banguota izolinija
1035_8,127999,1633405.853,0,,,,*,667,658,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255e22e01807f,61632bd41e32554ace017bc0,"yra triukšmų, yra V. Raumenų triukšmo segmentas , nuo 43800, 5 pūpsniai, nuo 49400 - 4 pūpsniai, nuo 86400 - 7 pūpsniai"
1035_80,127999,1633387.028,1,,,,,572,568,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255f4a201805e,61632bd41e32554ace017bc0,
1035_81,127999,1633402.714,0,,,,,594,590,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325559ea01807b,61632bd41e32554ace017bc0,banguota izolinija
1035_82,127999,1633388.283,0,,,,,532,528,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255479701805f,61632bd41e32554ace017bc0,banguota izolinija
1035_83,127999,1633393.302,0,,,,,576,572,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325549a4018068,61632bd41e32554ace017bc0,banguota izolinija
1035_84,127999,1633323.647,2,,,,,740,736,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255eefe01803a,61632bd41e32554ace017bc0,"Labai triukšminga pirma pusė: BW nedidelis, bet dažnai pasirodo EMG ir EMA"
1035_85,63999,1633410.244,0,,,,,454,450,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32553e19018086,61632bd41e32554ace017bc0,"Nedidelis BW ir EMG, bet dažni"
1035_86,127999,1633342.47,0,,,,,673,669,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255a45001808e,61632bd41e32554ace017bc0,"Švarus, tik pabaigoje pasirodo BW ir EMG. Bendras komentaras visiems įrašams: pacientui ypač būdingos interpoliuotos skivelinės ekstrasistolės."
1035_87,127999,1633343.725,0,,,,,710,706,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32554d860180a4,61632bd41e32554ace017bc0,ideali kokybė
1035_88,127999,1633336.197,0,,,,,618,614,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32556556018092,61632bd41e32554ace017bc0,"ideali kokybė, banguojanti izolinija"
1035_89,127999,1633346.237,0,,,,,720,716,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32557edb0180b4,61632bd41e32554ace017bc0,ideali kokybė
1035_9,127999,1633344.356,0,,,,,713,704,0,9,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255cc2f018099,61632bd41e32554ace017bc0,gera kokybė
1035_90,127999,1633348.746,0,,,,,752,748,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32554f9e0180b7,61632bd41e32554ace017bc0,geras
1035_91,127999,1633351.254,0,,,,,714,710,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e325555510180a1,61632bd41e32554ace017bc0,ideali kokybė
1035_92,127999,1633334.943,0,,,,,643,639,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255d46101808d,61632bd41e32554ace017bc0,"ideali kokybė, banguojanti izolinija"
1035_93,127999,1633328.671,0,,,,,732,728,1,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255254101803f,61632bd41e32554ace017bc0,geras
1035_94,127999,1633326.157,0,,,,,616,612,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e3255d18301803c,61632bd41e32554ace017bc0,ideali kokybė
1035_95,127999,1633327.413,0,,,,,661,657,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32550d9801803d,61632bd41e32554ace017bc0,ideali kokybė
1035_96,127999,1633329.298,0,,,,,688,684,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e325529aa018040,61632bd41e32554ace017bc0,ideali kokybė
1035_97,127999,1633362.551,0,,,,,677,673,0,4,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e32552fe30180c1,61632bd41e32554ace017bc0,ideali kokybė
1035_98,127999,1633400.205,0,,,,,513,510,0,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e6f1e32557f07018077,61632bd41e32554ace017bc0,ideali kokybė
1035_99,127999,1633338.709,0,,,,,632,629,0,3,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,61632e701e3255a7d4018098,61632bd41e32554ace017bc0,"Nemažai BW bangelių, pabaigoje pasirodo silpnas EMG"
1036_0,127999,1634161.029,0,,,,,611,610,1,0,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b0135116015c48cc28251,616b00841160152288c2816b,vaikšto izolinija
1036_1,127999,1634112.089,2,,,,,709,709,0,0,0,0,0,0,0,0,0,0,0,0,"BAD_QUALITY,FULLY_ANNOTATED_PROFESSIONALLY",616b01341160151c64c28200,616b00841160152288c2816b,Triukšmingas. Yra net ir kontaktinių triukšmų
1037_0,127999,1633948.136,1,,,,,699,664,0,35,0,0,0,0,0,0,0,0,0,0,"BAD_QUALITY,FULLY_ANNOTATED_PROFESSIONALLY",616b02981160155f8bc284a9,616b00a811601579e9c2816c,triukšmingas
1037_1,127999,1633936.216,1,,,,,768,735,0,32,1,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b029811601508ccc28437,616b00a811601579e9c2816c,"EMA, EMG, yra staigių BW"
1037_2,127999,1633939.352,0,,,,,686,662,0,22,2,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b029811601517e9c2845e,616b00a811601579e9c2816c,"Nedidelis BW, vietomis pasirodo nedidelis EMG"
1037_3,127999,1633935.589,2,,,,,722,703,0,18,1,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b02981160156b4fc28433,616b00a811601579e9c2816c,Daug EMA epizodų
1037_4,127999,1633947.509,1,,,,,663,650,0,13,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b02981160159d94c284a8,616b00a811601579e9c2816c,triukšmingas
1037_5,127999,1633936.844,1,,,,,789,778,0,11,0,0,0,0,0,0,0,0,0,0,"BAD_QUALITY,FULLY_ANNOTATED_PROFESSIONALLY",616b0298116015746cc28471,616b00a811601579e9c2816c,"Nemažai stiprių EMG, yra EMA, daug BW"
1037_6,127999,1633958.174,1,,,,,785,778,0,7,0,0,0,0,0,0,0,0,0,0,FULLY_ANNOTATED_PROFESSIONALLY,616b0298116015a8a4c28438,616b00a811601579e9c2816c,"Didesnėjs dalyje gana triukšminga, nors didelių izolinijos šokinėjimų nėra"
1037_7,127999,1633937.471,2,,,,,821,821,0,0,0,0,0,0,0,0,0,0,0,0,"BAD_QUALITY,FULLY_ANNOTATED_PROFESSIONALLY",616b02981160154057c28456,616b00a811601579e9c2816c,mest lauk
